Cargo,Nome da Empresa,Local,Link para a Vaga
Senior Data Scientist,Thermo Fisher Scientific,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=d927ba3105efea18&bb=SrN5kit2zhmcE5L7fapUximCjQDO8kNwlwYXjxSoNF_J-HdqKgKqiIA7VIikasEz61iqwRwgz-Td9pil5o8pD6BQ5lRNzK2hBM2lcwee6Rg%3D&xkcb=SoDB67M3CTYqoaTA550MbzkdCdPP&fccid=126e3afd205caa95&vjs=3
Analista de TI,Heach,"Serra, ES",https://br.indeed.com/rc/clk?jk=1b4de89ff3e6bbae&bb=SrN5kit2zhmcE5L7fapUxjdl-nzDOFbih7FhmzDZp0woQZGezVwKcY22hPaDC05D3jmDtjj5zPiwd5znge2T4WURlnGoeu01NCkGOOqrKxJRRYPdnVxE8w%3D%3D&xkcb=SoAo67M3CTYqoaTA550DbzkdCdPP&fccid=47b0ea6b1fe8f613&vjs=3
Desenvolvedor - São José do Rio Preto,Sicredi,"São José do Rio Preto, SP",https://br.indeed.com/rc/clk?jk=a0e4a4937021e4c4&bb=SrN5kit2zhmcE5L7fapUxkm9OKgYDhtwzdJnXNKEVZ6heSIUS3N_fZh_bQDTGhcHy4AW9HvXo8XhWKXzmoxaJIruDxvJ9TCWnYxhevbMeB-A6aKV2gq-og%3D%3D&xkcb=SoCc67M3CTYqoaTA550CbzkdCdPP&fccid=0bedb393cb03c383&vjs=3
Technical Solution Specialist 04-24,Riskified,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=a359e6d887091300&bb=SrN5kit2zhmcE5L7fapUxtl31bjM_pdsGPAwLhPM-XMtR2ZrdK20y_GKPI5jnSmobvl2oIVHiDLm2cmHav-kPxTSaJLcyc1yuPTe7WpHtm3a_F5D-8iyyQ%3D%3D&xkcb=SoAB67M3CTYqoaTA550BbzkdCdPP&fccid=777f6e070f6b7973&vjs=3
Consultor de Analytics,Macroplan Consultoria e Analytics,"Rio de Janeiro, RJ",https://br.indeed.com/rc/clk?jk=9f9471236cb7b677&bb=SrN5kit2zhmcE5L7fapUxl1qcibamSyM6cQjPZqHkm2XXe1pQOOOGBm3XG5CDY1YLOp7AjvuOTX8AWMUDME2hsSNXxDKtV1oA9W9jHAI6MPDNYVpZjkr2w%3D%3D&xkcb=SoC167M3CTYqoaTA550AbzkdCdPP&fccid=b695c53633294cf0&vjs=3
Backend NodeJS,Techtool,,https://br.indeed.com/rc/clk?jk=b3b5ef11cbc1a47a&bb=SrN5kit2zhmcE5L7fapUxu5sqZhxLZqJtemuIC0SzxFUJKWh6T1hzD2xkgHQj9sMDf_Rpar5QrTKUOR3K_VFptKAO4nmwn0smx_BhqZYDS27W36kLKn63g%3D%3D&xkcb=SoA767M3CTYqoaTA550HbzkdCdPP&fccid=5072db2b26e88d8f&vjs=3
Pessoa Engenheira de Machine Learning Pleno | Data & AI | Mais diversidade na Globo!,Globo,,https://br.indeed.com/rc/clk?jk=5347415923db7abd&bb=SrN5kit2zhmcE5L7fapUxv66zuEw0au7RxFlys1MghEv8YwERMhQ6DLuClKaJ6ziqqbNK9t6Kza_F4xHGpWCW2mNGQpCW0zXnBk91Ctrjs1jAHsvWTuNRg%3D%3D&xkcb=SoCP67M3CTYqoaTA550GbzkdCdPP&fccid=0e1f81ffc3373afd&vjs=3
Pessoa Engenheira de Dados Pl/Sr,Vem #SerHype,,https://br.indeed.com/rc/clk?jk=1a454af425a86fdd&bb=SrN5kit2zhmcE5L7fapUxqyd5DJIgr8nRbf4v52H2_a_d4tvaPYhL6ckvYJAZbCsVoezFW8uZNmoJq12FVOGeWxZefReMGRo2yhMufTu38L4nbqu8Q-QVQ%3D%3D&xkcb=SoAS67M3CTYqoaTA550FbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Desenvolvedor(a) Fullstack Pleno(a),Nama,,https://br.indeed.com/rc/clk?jk=75b936005387102a&bb=Blbv_hrF3RcwGIPdTg-EOUNoXH39jZMMqAmSpgomH1LrFuJ3niqPaEX8NerBwGYJ3OTTZnUrB9U1FV0AHCnzxfrHSbk0_UG-NmRn0n90vVsln7KCXXzNqA%3D%3D&xkcb=SoDn67M3CTYqLIADp70LbzkdCdPP&fccid=3ac15b327e075487&vjs=3
Analista de business intelligence junior,Netvagas,,https://br.indeed.com/rc/clk?jk=d19e8f8ab0a0e9bc&bb=Blbv_hrF3RcwGIPdTg-EOZWe425XgcO5Qin8u9So3KnpOzFji6eGjXLm3zm-Lk-XQas8uyugMSw5rNn5c7axQUGRkXC2XFhcxXahdBzd4FwAjS_fcczMXA%3D%3D&xkcb=SoBT67M3CTYqLIADp70KbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Analista de Modelagem Estatística,Atma Serviços Financeiros,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=58fb073243b435a3&bb=Blbv_hrF3RcwGIPdTg-EOf13vMM9iiBqyVcYUxe2WXy9Oh8-WoLJfQ3ThudkiNrX1iRT5vaWkwFqTOtHE_lG_lbQV03wumx7u2MFd1a49lB_ivO4YyBy8A%3D%3D&xkcb=SoDO67M3CTYqLIADp70JbzkdCdPP&fccid=b350fbb7cca4cfef&vjs=3
DESENVOLVEDOR FULL STACK - SAO PAULO,OEmprego,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=68f2422cb644e3cd&bb=Blbv_hrF3RcwGIPdTg-EOW9TSqNz38vUsyuYXQIB7KRy7k1TOlQ-xWRGRXVV7r_2vHcbU4zc4OyxKK3exUORozIhafnOUO1xidrG292e4maXuQ18WG0iOw%3D%3D&xkcb=SoB667M3CTYqLIADp70IbzkdCdPP&fccid=919b31f0a22ef58e&vjs=3
Data Engineer AWS Python,Fusemachines,,https://br.indeed.com/rc/clk?jk=2aedf846b632b810&bb=Blbv_hrF3RcwGIPdTg-EOW_hXSmvUnnH05pKjb6Nsphukl3K2uMkOI6fh5gx83gbNa2ecfsdkFEhcD52Etb4hFBL81QhS7I7f1VoPkpQXXI%3D&xkcb=SoD067M3CTYqLIADp70PbzkdCdPP&fccid=b711a2a28448b767&vjs=3
Estágio em Tecnologia,Quod,,https://br.indeed.com/rc/clk?jk=49625d75ac844f06&bb=Blbv_hrF3RcwGIPdTg-EOTxl4pH4A7SRJVwisjdhBMFkh_Ij8ET_05WMsC6_3PmsRKJPLTSSczGOrNjv_QBkrJjfeEFwTDLEk0hQdPJQiT7dHUcLuw07hA%3D%3D&xkcb=SoBA67M3CTYqLIADp70ObzkdCdPP&fccid=c27e202ff27e56c9&vjs=3
Especialista em RPA (Automação de Processos),Aoop Cloud Solutions,,https://br.indeed.com/rc/clk?jk=731bee5c804e3767&bb=Blbv_hrF3RcwGIPdTg-EOa8-p7T68UoKgw-421HjeilAzkkHh1jQT7SVepDY9z_vXyXaKCxjshuEUeyGz-HH7ZEUvyM8m4NF0-WbGaxPOsu5jSENlncYsg%3D%3D&xkcb=SoDd67M3CTYqLIADp70NbzkdCdPP&fccid=2247967a281c1e0f&vjs=3
ESTAGIARIO TI,LCM CONSTRUCAO E COMERCIO S.A,"Belo Horizonte, MG",https://br.indeed.com/rc/clk?jk=ee45534015e81fca&bb=Blbv_hrF3RcwGIPdTg-EOYeFn17yL3_I9hfqX99ooI6-N7zIM7wfyPljfgfF5pQHX2XESWKGpcdQg0sjH7dZAL_26Q8w2W5qW55-0K94XzA637Y-IQqeYA%3D%3D&xkcb=SoBp67M3CTYqLIADp70MbzkdCdPP&fccid=754cbb541035a71c&vjs=3
0911 - Estágio em Desenvolvimento de Sistemas,Sicredi,"Campo Grande, MS",https://br.indeed.com/rc/clk?jk=6b19e6f87e2905ce&bb=Blbv_hrF3RcwGIPdTg-EOcafQxb58SC200ZDWR7DBYsycyTxLfJlVvgkKY_QfZEsww3XghJOjpVjalpZ7jyzKGDn7qDZ93pDgDH3fa8ktpW7d890j2jRbA%3D%3D&xkcb=SoCA67M3CTYqLIADp70DbzkdCdPP&fccid=0bedb393cb03c383&vjs=3
Principal Engineer,Logcomex,,https://br.indeed.com/rc/clk?jk=e3df5ca53d9f5c21&bb=Blbv_hrF3RcwGIPdTg-EOZWe425XgcO5qRlvvYEIYNhr-hVrTR3ZnNvOMKGoKxwMMJ-d6i1yunftnLkcrxxtX99s9pQ4VnMkrB6Fi6BrptqdU3zMNi1HVA%3D%3D&xkcb=SoA067M3CTYqLIADp70CbzkdCdPP&fccid=be47abca78d46fd7&vjs=3
Estágio Ciência de Dados,Villares Metals,"Sumaré, SP",https://br.indeed.com/rc/clk?jk=2043757e4e79f80a&bb=Blbv_hrF3RcwGIPdTg-EOUVpVDWDsLmWNZIzO9EZhnwCoblbOichisZd-izRoHUlK_inNF82P4zxpLobO17A6kvtX8TsKpbJTpauoengPZYm7STxmGVZXQ%3D%3D&xkcb=SoCp67M3CTYqLIADp70BbzkdCdPP&fccid=22697f6f814f8830&vjs=3
Assistente de Informação,Mobly,"Cajamar, SP",https://br.indeed.com/rc/clk?jk=e5d417dcfb789403&bb=Blbv_hrF3RcwGIPdTg-EOYK1ZmwBMTolIRW9sUjRjmwsC4MXT_6F0QDWPYfyxcNlGBsYsKx0paC6iHIQU6N6C0at3jZA7LfOnqO9QJCx6mQMcbAKMSQCMQ%3D%3D&xkcb=SoAd67M3CTYqLIADp70AbzkdCdPP&fccid=07506e33a579d5b1&vjs=3
Pesquisador (335339),Centro Nacional de Pesquisa em Energia e Materiais,"Campinas, SP",https://br.indeed.com/rc/clk?jk=dc4e0c62df4811b5&bb=Blbv_hrF3RcwGIPdTg-EOSAHEmpsqMu62EUEBkDtMYevbIx69IfxcTXCLT4Tr09DpyGJSI7cFOiH5J9mZz7Hs-ng4mEcSRyVb7MP1KCIwt2kLC_O153SOg%3D%3D&xkcb=SoCT67M3CTYqLIADp70HbzkdCdPP&fccid=4b7fba9b606f4517&vjs=3
Desenvolvedor mobile,Grupo AGTech,"São José do Rio Preto, SP",https://br.indeed.com/rc/clk?jk=4611f8a53907f4de&bb=Blbv_hrF3RcwGIPdTg-EOUNoXH39jZMMjUsQiFZcmjjZ9dF65OvY7Iid3dseOCgMl8YtA-aY8ad1BeDxb5vDEOyGeLAp4F6UsSQFTQRG-ASBXvrsdMlMTA%3D%3D&xkcb=SoAn67M3CTYqLIADp70GbzkdCdPP&fccid=bc3b4fc619dbcae8&vjs=3
Desenvolvedor/Desenvolvedora de Software - Júnior,Equifax,"Barueri, SP",https://br.indeed.com/rc/clk?jk=c43fff57b5760829&bb=Blbv_hrF3RcwGIPdTg-EOagj5z4A9tNBS9_3PuaEBPGNhxbZjBOVYC6CHs8dzmLx4BII7X6YWYgEgP9DvbpPjBMSvAMKy77v0OwJH37_fZ8%3D&xkcb=SoC667M3CTYqLIADp70FbzkdCdPP&fccid=34c446722f3cf576&vjs=3
Desenvolvedor de ChatBot,PROA.AI,"Remoto híbrido in São Paulo, SP",https://br.indeed.com/rc/clk?jk=473c855bace91d16&bb=Fi2ClqJPZbCvgvlgP5XzltH0FnSvF6dJdpij4Djp5tzfyGMe40_9-5t6z_YDYcamMm7l5un097LQNPBynHS6oMKleDlzA0SDA1Mt0t-gjhTcSKTB9wIEFA%3D%3D&xkcb=SoDj67M3CTYpdc2an50LbzkdCdPP&fccid=ac39b59fcbd05c33&vjs=3
Pessoa Engenheira de Machine Learning [Pleno],A3Data,,https://br.indeed.com/rc/clk?jk=971fed8ca3925f6b&bb=Fi2ClqJPZbCvgvlgP5XzlqDLBE-0XR6XHdn0CyAlfkz-NojIg8f9mfOezZdztfpfsRTKRVV03-esYc8GLobjhKbUIpoecy2P176UQycCb4grWlEyqy2qdA%3D%3D&xkcb=SoBX67M3CTYpdc2an50KbzkdCdPP&fccid=da9a0f944ccb7f3b&vjs=3
Analista de Power BI,SP MARKET ADMINISTRACAO E SERVICOS LTDA,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=6f36d4e2235061a6&bb=Fi2ClqJPZbCvgvlgP5XzlgRB2kCRmYLnamrctErqZEzJLhY_iNZT_NNmH5nhJuBSmvJqtKmvmJkXu8Qo261eOWfvDGm1_wYfXmHnNnMWb134nMf41m-Fbg%3D%3D&xkcb=SoDK67M3CTYpdc2an50JbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Engnheiro De Machine Lerning,amaris,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=55a897c58ccee38b&bb=Fi2ClqJPZbCvgvlgP5XzlrIVuXZMd62Orn1Wg5cilO_sIMa9VIi1IBSZ9BZndpxx83yeEhhZVLTCBor-6zjwcdiA23uGTDdtFRBP5d7SgjaNgiig04Seaw%3D%3D&xkcb=SoB-67M3CTYpdc2an50IbzkdCdPP&fccid=3e126e6958cff93e&vjs=3
Analista de business intelligence junior,Netvagas,,https://br.indeed.com/rc/clk?jk=d19e8f8ab0a0e9bc&bb=Fi2ClqJPZbCvgvlgP5XzlngWsC3fDHuEGj9VXppdtkrF88BPDAcUfDosKTzzRck2l3T2yFUHkuQojJ4_0mjNuDeAt38nlMXP3IjkPanByBa4RKaD97BrtQ%3D%3D&xkcb=SoDw67M3CTYpdc2an50PbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Pessoa Desenvolvedora Backend Python Pleno,NAVA | Technology for Business,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=e3a26c23b8d8979e&bb=Fi2ClqJPZbCvgvlgP5Xzlghxx5QcoizVWJcbIw2_E5TkfCMVVnEqlLnv_oz8xXQFoc2cIMDYbENJ07Vonlz_1LYbYjW9BhtzpR7JJK4VpbVJCv4yADxcPg%3D%3D&xkcb=SoBE67M3CTYpdc2an50ObzkdCdPP&fccid=4df8c09240f8f9eb&vjs=3
Analista de Dados Jr.,Westwing,"Remoto híbrido in São Paulo, SP",https://br.indeed.com/rc/clk?jk=425f9eef325a4a5c&bb=Fi2ClqJPZbCvgvlgP5Xzls3QpyZvH29J3uXsFeddvaZZjKFVdtSa2mu6yzqcLIgoMBPhTtoZlon681ZCey1IM4QWVX44z1prLDo9g5PCm0Pv1f8KQhM1xA%3D%3D&xkcb=SoDZ67M3CTYpdc2an50NbzkdCdPP&fccid=3c604cde8304333c&vjs=3
Estagiário(a) de Automação Dados,Trust Control,"Fortaleza, CE",https://br.indeed.com/rc/clk?jk=de060792aeacec30&bb=Fi2ClqJPZbCvgvlgP5XzlmwxrcyoMVEK1Ca0ylP4_dEE8Wda2R5DQx6J-cy1sa1FaTBneeqXS2GiGoRsXJd1jBykLpkftBXOO5hfoyrZUzyt6uSvfkRZuw%3D%3D&xkcb=SoBt67M3CTYpdc2an50MbzkdCdPP&fccid=1aeb07ce99d408d5&vjs=3
Desenvolvedor back end,Netvagas,"Lagarto, SE",https://br.indeed.com/rc/clk?jk=0ebd1c84374b57d2&bb=Fi2ClqJPZbCvgvlgP5Xzlg3n2WGGbbWTLWwzvumtNCfXGDskOOwbFdAkSMkDga1BqlEQXSB63JscUm7kF6wTI5TyR0eZAlflPBhP09awh0HzvgQeF4iALA%3D%3D&xkcb=SoCE67M3CTYpdc2an50DbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Especialista em Dados Sr,RHF TALENTOS,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=b9212b0f79156575&bb=Fi2ClqJPZbCvgvlgP5XzltHOUDv0SbwEdRDpxFswTl29P-D0HvcZJxxyAjPlf0Osnjt_DiPvFRxHdJzqf6b32JrLBQxfquwR80YTdMuyib5Ma1w40bI2ew%3D%3D&xkcb=SoAw67M3CTYpdc2an50CbzkdCdPP&fccid=47307fa619f7ff30&vjs=3
Estagiário,credsystem,"Remoto híbrido in Barueri, SP",https://br.indeed.com/rc/clk?jk=3af085d55c3715ad&bb=Fi2ClqJPZbCvgvlgP5XzlqDLBE-0XR6XoGJOtFqCSXG8_UTw7i4SSCcMLEbAHGo14YYlpcj4SkUncGK1vNFcW8hfRkmrPF_6jeCUeXtc73t1MIiHHf8iog%3D%3D&xkcb=SoCt67M3CTYpdc2an50BbzkdCdPP&fccid=e35ff851d1795831&vjs=3
Analista de Sistemas e Projetos de T.I/Aplicações (Vaga Afirmativa para Mulheres),Volkswagen do Brasil,"Home office in Curitiba, PR",https://br.indeed.com/rc/clk?jk=a8ef8b9280e29aa1&bb=Fi2ClqJPZbCvgvlgP5XzlsFWdp7lUu7BawVtTv2uaHAUQMvlW2CNAyYA6hlNPV-t5Sxp4Pj5L_BP6RS_ezUqTam774hQun3eZklm3XdRdldWFRtWmSrqaw%3D%3D&xkcb=SoAZ67M3CTYpdc2an50AbzkdCdPP&fccid=263be8b9afb34d7d&vjs=3
Professor auxiliar i - topicos de big data em python - estácio florianópolis,Netvagas,"Florianópolis, SC",https://br.indeed.com/rc/clk?jk=bebfa4f073b0f496&bb=Fi2ClqJPZbCvgvlgP5XzlgxJASFy8yvTHfxOa7BQAikNVq6Y4e03DuWvCNc-a0cq7rHBOwyo7wsaVCyNPjScHJLvPaKau-mRvMKJKBCTSt5_i4SLPfM3ag%3D%3D&xkcb=SoCX67M3CTYpdc2an50HbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Software Engineering Intern,Octaplus Financial Analytics,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=c3c460f9f9fe9323&bb=Fi2ClqJPZbCvgvlgP5XzluXDFRXIbICshq5JiI4M-pVW5xxhyKQA_WYOebV6WhN8I_kHibrU6usPqZ6R-HL33zy9jK_MtJKB7AiDBJWVgUxXdP6nLZxi9A%3D%3D&xkcb=SoAj67M3CTYpdc2an50GbzkdCdPP&fccid=ebbf970eaedd1793&vjs=3
Pessoa coordenadora de data analytics,Netvagas,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=ba8920ce7d382231&bb=Fi2ClqJPZbCvgvlgP5Xzlux3Ni07fgr2NzJMfuSBO_MqrTqH_dFg9SzPlEjKikMe6lBVdiEs-_Xe5H_knINU-t4TgjdcHvSJlIv0yqWSomSktPO_Op301Q%3D%3D&xkcb=SoC-67M3CTYpdc2an50FbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Assistente de planejamento de crédito,GRUPO EURO17,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=81c27bedab04d9d2&bb=rv0opaSlVZiUJtoZ6zV-D2eE3kgrq3HLZqJjSmh3GDbrhwUoQglHYI3iYxpXjY0OO2dOpKVgR2d_0cYssUZE3Q_RlPqB5hkwAV1GBU3hR7Iwa4D5dMW2Fw%3D%3D&xkcb=SoCA67M3CTYoihw4gJ0KbzkdCdPP&fccid=5bfea8a11c2dd02b&vjs=3
Mid Devops Analyst - (100% Remoto),invillia,,https://br.indeed.com/rc/clk?jk=d8cfbb663758008a&bb=rv0opaSlVZiUJtoZ6zV-D2CWNojY_g9pNfDSZjnDvI3JeEBaMcROYM7H6_FXgzDW46OmeJFAhlS5M_bfj9huZP77rW8OatCPPM_fbWdeW_qABFoy-FSBig%3D%3D&xkcb=SoAd67M3CTYoihw4gJ0JbzkdCdPP&fccid=f185a6210cec2dc0&vjs=3
Especialista Custos e Orçamento,BP - A Beneficência Portuguesa de São Paulo,,https://br.indeed.com/rc/clk?jk=ac700ec16cca5d38&bb=rv0opaSlVZiUJtoZ6zV-Dz4FE3r_7vWHm79_6yOEUfL3gJ8wxYmq8RlYK7k-r7206GNKUMeUziQhLiZB7S9u9wKZIQFW3PJRaDKDrnamDCxu2mcrT-sbTw%3D%3D&xkcb=SoCp67M3CTYoihw4gJ0IbzkdCdPP&fccid=33257050792c5f2f&vjs=3
Analista de Segurança da Informação Sênior | SOC,Globo,,https://br.indeed.com/rc/clk?jk=3f28c8922e56cc21&bb=rv0opaSlVZiUJtoZ6zV-D0-eYyeavfx1fPS-ZVOdJyB2UPS8bJAWt5zWOi1jc-vtXiKZPa-TaO2apJsJAcW7vXdUkG8rrBc9-IayE9x5EFWSziX3EIPnug%3D%3D&xkcb=SoAn67M3CTYoihw4gJ0PbzkdCdPP&fccid=0e1f81ffc3373afd&vjs=3
Visagio Talentos - Formados: Data Science SP,Visagio,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=35e6dc9a5a631b93&bb=rv0opaSlVZiUJtoZ6zV-D3BkedlgLCvq9XPW-grav1lsLlHglVErS6OoqPvglnsHTp9zXo4wzgOXlZPOlhNSyCFCSZ8Un0cdVrb6dNZ5CvFtKA2b2_rSEA%3D%3D&xkcb=SoCT67M3CTYoihw4gJ0ObzkdCdPP&fccid=0b85bcdad2e0f27a&vjs=3
Estágio em Análise de Dados,Quero Educação,"Remoto híbrido in São José dos Campos, SP",https://br.indeed.com/rc/clk?jk=2b0739310c37b0b1&bb=rv0opaSlVZiUJtoZ6zV-D1W20lwkP42oP-1GDkQ4UYld53iJqnMwteJbFak64BzUx0_x86rzEnH69Y2zEW8444g_YwmD8I7CKDhTBwmPHKsb9NcrPI3jaA%3D%3D&xkcb=SoAO67M3CTYoihw4gJ0NbzkdCdPP&fccid=4c10b03c51662982&vjs=3
Pessoas Analista de Dados Júnior,match.mt,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=47067fee960e066a&bb=rv0opaSlVZiUJtoZ6zV-Dz6L8WrVusd51m-XdyCMb-vgq3gU-Vs8vFB2c2w_8w9muC28ZpVRxI2eIhnb8jW27q_7WHQq7_aizXlpEw_qzHwBI2uHDORmog%3D%3D&xkcb=SoC667M3CTYoihw4gJ0MbzkdCdPP&fccid=20fc9e25855ff545&vjs=3
Analista de Business Intelligence Junior,Vitru Education,,https://br.indeed.com/rc/clk?jk=2ce7468c4762bf28&bb=rv0opaSlVZiUJtoZ6zV-D7jI_8z00DuuivYPMfpojslvOvVO84tMit8uKGnH72x4K0H5Oa75lZGsFEcNmT4p-RXHt_5E8_mRUpnmUuNY_kxH050t05OXRg%3D%3D&xkcb=SoBT67M3CTYoihw4gJ0DbzkdCdPP&fccid=c9b25dc14039ed39&vjs=3
Analista JÃºnior de Melhoria ContÃnua,Shopee,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=f3df9a1a1979f05b&bb=rv0opaSlVZiUJtoZ6zV-D2ealID-58dWGiyMWh9oGQVFplDgpZZPpV_Mt6n26VHrDGvPJIdIxvO_d4jxlK-N1iDya24BqRmPj_HtVoPRGhlcI9IganmuMA%3D%3D&xkcb=SoDn67M3CTYoihw4gJ0CbzkdCdPP&fccid=0b476c4a7add47fe&vjs=3
CAS | Analista de Segurança de Redes (Vaga preferencialmente para mulheres) JR,Sicredi,,https://br.indeed.com/rc/clk?jk=a5e992a0eb6f0002&bb=rv0opaSlVZiUJtoZ6zV-DzgLx4D7s4hRDUwIBG2QC3B_FzhFCPoh_K4nGbW0_0Rdtm21gGcBUzZaZ5x8wzV3nm4Q3CZ6rcQiKXSMok-Q2C_uT7G6p5O6pA%3D%3D&xkcb=SoB667M3CTYoihw4gJ0BbzkdCdPP&fccid=0bedb393cb03c383&vjs=3
CAS | Analista de Dados - Foco em Concessão de Crédito,Sicredi,,https://br.indeed.com/rc/clk?jk=322fe86ec5dbf97e&bb=rv0opaSlVZiUJtoZ6zV-D_8HfbmO01jvnov58jh8z0j_Y9wewPT43NOHRmXTX_mMXaa3JSb8583WmDIjvA16vaPUe6MoiPNSD2ag_IEEuME64AhUzaf2cQ%3D%3D&xkcb=SoDO67M3CTYoihw4gJ0AbzkdCdPP&fccid=0bedb393cb03c383&vjs=3
Estágio em Website Operations,Quero Educação,"Remoto híbrido in São José dos Campos, SP",https://br.indeed.com/rc/clk?jk=a68aff7ad84aae55&bb=rv0opaSlVZiUJtoZ6zV-DyocNqsgtENankqNt-mNgTX0dhuOLx0c_0DAyY-fLM3HEhkk5vNNTvxuE2Ud892C1E8aOCiFAovt6lrvkXPDdhCo5LUyGs45IA%3D%3D&xkcb=SoBA67M3CTYoihw4gJ0HbzkdCdPP&fccid=4c10b03c51662982&vjs=3
"Pessoa Desenvolvedora Full Stack (G1, Globo.com, Gshow, Globoplay, GE, Cartola)",Globo,,https://br.indeed.com/rc/clk?jk=bb3cb917476401df&bb=rv0opaSlVZiUJtoZ6zV-D2Q7z2YNjYSQPAWjSLVXIV7tgitNJEZByJwTRsrO7tzx5rjDq3I67Ng4iOZ3SuRUNVu1dxA06MGJpetwrRheyjPEjw9TzEbk6w%3D%3D&xkcb=SoD067M3CTYoihw4gJ0GbzkdCdPP&fccid=0e1f81ffc3373afd&vjs=3
RINGA-4945625/24-1 - DESENVOLVEDOR BACK END PYTHON JUNIOR,Elemento RH,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=7573e640a94639be&bb=rv0opaSlVZiUJtoZ6zV-DxCoSy2lr-PCVbJUlZNcq0k2UFG3AyqX4Lht1ijPBBBdP8gF0J3y-s_eI2yok-E1KzUNFY2Peofb2X0YizSIcm5Ucn2bYFOJog%3D%3D&xkcb=SoBp67M3CTYoihw4gJ0FbzkdCdPP&fccid=0803299a25b221e3&vjs=3
Estagio quality assurance automation,Netvagas,"Belo Horizonte, MG",https://br.indeed.com/rc/clk?jk=b4c73ac09b1ae2b3&bb=rv0opaSlVZiUJtoZ6zV-DyQ_FDjdWvg_u3IV_rbxpJG5X2acVeqD6oUZsHyXpH9-BXrDr1uDCcpBwOpC_PvvC8jd9eNc_i_5cysH_HmVBlV6IqrQ-7O1GQ%3D%3D&xkcb=SoDd67M3CTYoihw4gJ0EbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Data Engineer II,Zendesk,,https://br.indeed.com/rc/clk?jk=633287a799d3cb02&bb=MGe2OSITr_4IgsdkBjm_ycKnDL3W5kd1ryU07M1Q177kJ6jMR0nS7suVTSZ6jbp4uQLECNoEfH8gmXX-znynWs1YrGBedZsDbnC9PwfH9DIwvJnuSSMxiA%3D%3D&xkcb=SoCu67M3CTYoGkTRgh0LbzkdCdPP&fccid=41e8f9abd9840a7a&vjs=3
Analista de Riscos Junior,Evolua Etanol,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=045bb8f363814dd8&bb=MGe2OSITr_4IgsdkBjm_yZI8Pq7jBEftLZXjVdC_glthkV6CGkxIUYUsa002qPzLWeBT2xvNoaX8gfzT0sQggCO6LPVJ9LNtJejOGxKL0zrmNZ0ljGAXbA%3D%3D&xkcb=SoAa67M3CTYoGkTRgh0KbzkdCdPP&fccid=963607d8134c138c&vjs=3
Pessoa Engenheira de Machine Learning Pleno | Data & AI | Mais diversidade na Globo!,Globo,,https://br.indeed.com/rc/clk?jk=5347415923db7abd&bb=MGe2OSITr_4IgsdkBjm_yQ6bJJzqZhIsRFBCyuG11JrNTyNMC3_hIZITqQOrjyNh9IyDQs5wbFCPIj4roiR1MEWu-xidPgube8LjaoEm4vcd7ZRhGc3U5Q%3D%3D&xkcb=SoCH67M3CTYoGkTRgh0JbzkdCdPP&fccid=0e1f81ffc3373afd&vjs=3
Developer,BlueShift,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=365ee4fcc7e3ad76&bb=MGe2OSITr_4IgsdkBjm_yeXwiz_lKV30DEUbmpjcBqTa7Zs7AtOGfHzzjC-TibKu6Oti3xCxPdV3ThXf59iRaGzhdbTF1jtg1KAAi8iR49RFrmteslE7Cg%3D%3D&xkcb=SoAz67M3CTYoGkTRgh0IbzkdCdPP&fccid=14c7af0cc3aed803&vjs=3
Analista de Power BI,SP MARKET ADMINISTRACAO E SERVICOS LTDA,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=6f36d4e2235061a6&bb=MGe2OSITr_4IgsdkBjm_yZlQSRxPXpx_MksBjfjFXbtIW0sgBsFLWCz8IQriooy2E6TdfOFPJGlMzwCHD7VfEKWGF4MrbOZS6_VhGx9JvlOi8sVF3W6B0w%3D%3D&xkcb=SoC967M3CTYoGkTRgh0PbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
